Name,Website,Phone,WhatsApp,Address,Map,Description,Category,Images
اب تاون كافيه,,0111-7894-848,,"33 ش طلعت حرب, وسط البلد, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8-%D8%AA%D8%A7%D9%88%D9%86-%D9%83%D8%A7%D9%81%D9%8A%D9%87/486297?position=35&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
اب ستيرز ريستوران,,0102-8888-923,,"ش ايناس الدغيدى, وسط البلد, الجونة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8-%D8%B3%D8%AA%D9%8A%D8%B1%D8%B2-%D8%B1%D9%8A%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%86/567196?position=36&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم فرنسية,
اب ستيريز كافيه,,0122-9970-029,,"ش انور المفتى, المنطقة الاولى, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8-%D8%B3%D8%AA%D9%8A%D8%B1%D9%8A%D8%B2-%D9%83%D8%A7%D9%81%D9%8A%D9%87/545906?position=37&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
اب نورمال,,"0155-0551-152
0155-0551-153
0155-0551-154",,"15 ش الشهداء, الحى الاول, السادس من اكتوبر, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8-%D9%86%D9%88%D8%B1%D9%85%D8%A7%D9%84/621989?position=38&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
اباتشى تشيكن,,15655,,"116 ش الهرم, تقاطع ش سهل حمزة, المريوطية, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D8%A7%D8%AA%D8%B4%D9%89-%D8%AA%D8%B4%D9%8A%D9%83%D9%86/669757?position=39&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
اباظة كافيه,,"03-5922-472
0122-3415-788
0122-2437-905",,"78 طريق الجيش, سبورتنج, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D8%A7%D8%B8%D8%A9-%D9%83%D8%A7%D9%81%D9%8A%D9%87/41331?position=40&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
ابر ديك لاونج,http://www.fourseasons.com/caironp/dining/lounges/upper_deck_lounge/,"02-2791-7000
02-2791-6800
02-2791-6801",,"1089 كورنيش النيل, جاردن سيتى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D8%B1-%D8%AF%D9%8A%D9%83-%D9%84%D8%A7%D9%88%D9%86%D8%AC/467661?position=41&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم عالمية,
ابراهيم الشرقاوى,,0122-4341-374,,"27 ش فوزى عبد المقصود, المرج, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D8%A7%D9%88%D9%89/498657?position=42&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم مصرية,
ابراهيم حسن العربى,,0100-2204-501,,"ش المكاتب, الزقازيق, الشرقية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85-%D8%AD%D8%B3%D9%86-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%89/286632?position=43&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مخابز ومعجنات وحلوى محلات,
ابراهيم غريب,,"02-2526-2673
0127-7952-005",,"120 طريق مصر حلوان الزراعى, دار السلام, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85-%D8%BA%D8%B1%D9%8A%D8%A8/345350?position=44&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم شعبية,
ابرو كافيه,,"03-3854-007
0122-1907-099
0122-1009-484",,"كم 6 - , طريق الاسكندرية القاهرة الصحراوى, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D8%B1%D9%88-%D9%83%D8%A7%D9%81%D9%8A%D9%87/580986?position=45&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
ابل كافيه,,"0100-0054-153
0106-0503-704",,"420 د ش 9, المقطم, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%84-%D9%83%D8%A7%D9%81%D9%8A%D9%87/591781?position=46&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
ابلز,,"02-2271-1500
0102-1236-222",,"ش الصناعة متفرع من ش عباس العقاد, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%84%D8%B2/416359?position=47&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
ابلز,,"040-3307-846
040-3327-846
0122-2490-032",,"ش المعتصم, طنطا, الغربية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%84%D8%B2/178607?position=48&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
ابن البحر,,0101-1117-966,,"211 ش ترعة عبد العال 1 - صفط اللبن, بولاق الدكرور, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1/578569?position=49&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابن البلد,,02-2354-7301,,"43 ش ابراهيم نوار, المنطقة السادسة, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%A7%D9%84%D8%A8%D9%84%D8%AF/349609?position=50&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابن البلد,,0101-8520-322,,"السوق التجارى, مدينة الرحاب, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%A7%D9%84%D8%A8%D9%84%D8%AF/388633?position=51&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابن البلد,,02-2204-4519,,"27 ش الحافظية, شبرا, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%A7%D9%84%D8%A8%D9%84%D8%AF/378776?position=52&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابن البلد,,"0114-5139-422
0114-3235-649",,"11 ش ارض شريف, عابدين, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%A7%D9%84%D8%A8%D9%84%D8%AF/372367?position=53&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابن البلد,,0106-9624-814,,"ش المستشفى, الزاوية الحمراء, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%A7%D9%84%D8%A8%D9%84%D8%AF/403521?position=54&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابن البلد,,0122-3690-374,,"ش الوحدة, شبرا الخيمة, القليوبية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%A7%D9%84%D8%A8%D9%84%D8%AF/249475?position=55&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم مصرية,
ابن البلد تيك اواى,,0112-0520-499,,"8 ش الشريف متفرع من ش الجامع البحرى, بولاق الدكرور, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%A7%D9%84%D8%A8%D9%84%D8%AF-%D8%AA%D9%8A%D9%83-%D8%A7%D9%88%D8%A7%D9%89/443474?position=56&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
ابن البلد للوجبات السريعة,,"069-3641-204
0111-2316-197
0111-2361-644
069-3641-204",,"ش المشربة, المسبط, دهب.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%A7%D9%84%D8%A8%D9%84%D8%AF-%D9%84%D9%84%D9%88%D8%AC%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D8%B1%D9%8A%D8%B9%D8%A9/449352?position=57&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
ابن الحتة,,"02-2418-6063
0112-0112-556",,"22 ش صلاح الدين, روكسى, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%A7%D9%84%D8%AD%D8%AA%D8%A9/426438?position=58&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم شعبية,
ابن الحتة,,02-3338-4775,,"29 ش سليمان جوهر, الدقى, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%A7%D9%84%D8%AD%D8%AA%D8%A9/270502?position=59&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم مصرية,
ابن العرب,,"02-3583-1659
0106-2199-367",,"2 ش جعفر, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8/198795?position=60&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,بيتزا,
ابن القلج,,0100-5552-861,,"ش شرق السكة الحديد, ابو زعبل, القليوبية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%A7%D9%84%D9%82%D9%84%D8%AC/345189?position=61&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابن القليوبية,,0101-0735-891,,"78 ش العشرين - تقسيم الاباصيرى, عين شمس الشرقية, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%A7%D9%84%D9%82%D9%84%D9%8A%D9%88%D8%A8%D9%8A%D8%A9/318344?position=62&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,فطير,
ابن حراز,,"0100-3253-660
0111-0668-154",,"ش السكة الحديد ميدان المحطة, ابو زعبل, القليوبية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%AD%D8%B1%D8%A7%D8%B2/421889?position=63&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,بيتزا,
ابن حلال كوفى شوب,,0122-1435-413,,"77 ش الترعة التوفيقية, عزبة النخل, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%AD%D9%84%D8%A7%D9%84-%D9%83%D9%88%D9%81%D9%89-%D8%B4%D9%88%D8%A8/524381?position=64&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
ابن حلب للمأكولات السورية,,"0109-9579-279
0111-1146-819
0122-1365-808",,"3 ش فريد سميكة, ميدان الحجاز, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%AD%D9%84%D8%A8-%D9%84%D9%84%D9%85%D8%A3%D9%83%D9%88%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9/667016?position=65&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابن حميدو,,"0127-6665-097
0127-1530-007",,"56 ش جمال عبد الناصر, حدائق حلوان, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%AD%D9%85%D9%8A%D8%AF%D9%88/243856?position=66&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابن حميدو,,"0122-7288-000
0128-1005-503
16860",,"طريق الجيش, جليم, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%AD%D9%85%D9%8A%D8%AF%D9%88/579980?position=67&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابن حميدو القبطان,,"02-2261-3333
02-2261-3332
0100-0811-676
0100-0811-606",,"15 ش البطراوى, المنطقة الاولى, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%AD%D9%85%D9%8A%D8%AF%D9%88-%D8%A7%D9%84%D9%82%D8%A8%D8%B7%D8%A7%D9%86/594564?position=68&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابن حميدو للاسماك,,0122-3479-536,,"57 ش عزيز فهمى - ش الزنانيرى سابقا, كليوباترا, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%AD%D9%85%D9%8A%D8%AF%D9%88-%D9%84%D9%84%D8%A7%D8%B3%D9%85%D8%A7%D9%83/265571?position=69&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابن حميدو للمأكولات البحرية,,"02-2454-5000
0109-9401-517
0114-1779-045
0109-0545-087",,"15 ش الجبرتى, متفرع من ش الخليفة المأمون, منشية البكرى, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%AD%D9%85%D9%8A%D8%AF%D9%88-%D9%84%D9%84%D9%85%D8%A3%D9%83%D9%88%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D8%A9/648780?position=70&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابن حميدو للماكولات البحرية,,"0121-0512-590
0100-7834-224",,"174 ش العشرين, عين شمس الشرقية, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%AD%D9%85%D9%8A%D8%AF%D9%88-%D9%84%D9%84%D9%85%D8%A7%D9%83%D9%88%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D8%A9/476385?position=71&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابن زهران,,0100-0910-596,,"ش الجمهورية, السنطة, الغربية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86-%D8%B2%D9%87%D8%B1%D8%A7%D9%86/349412?position=72&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابناء الشرقية,,0122-6981-501,,"36 ش عزبة الوالدة - عزبة الوالدة, حلوان, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86%D8%A7%D8%A1-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9/385880?position=73&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,فطير,
ابناء الشرقية,,0128-6030-143,,"51 ش السادات, كرداسة, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86%D8%A7%D8%A1-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9/557983?position=74&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,ايس كريم والبان,
ابناء الصعيد,,0111-2472-813,,"ش مهران, البساتين, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86%D8%A7%D8%A1-%D8%A7%D9%84%D8%B5%D8%B9%D9%8A%D8%AF/371802?position=75&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,عصير,
ابناء المحلة,,0100-0283-195,,"ش الجيش, قطور, الغربية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86%D8%A7%D8%A1-%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9/346400?position=76&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابناء المحلة الكبرى,,"0100-2962-201
0101-0198-838",,"ش جمال عبد الناصر, قلين, كفر الشيخ.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86%D8%A7%D8%A1-%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9-%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89/359302?position=77&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,فول وطعمية,
ابناء المليجى,,"02-3385-6618
0111-7409-940",,"7 ش جواد حسنى, الكوم الاخضر, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86%D8%A7%D8%A1-%D8%A7%D9%84%D9%85%D9%84%D9%8A%D8%AC%D9%89/419385?position=78&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابناء الواحة,,02-2516-7980,,"عمارات صقر قريش -, المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86%D8%A7%D8%A1-%D8%A7%D9%84%D9%88%D8%A7%D8%AD%D8%A9/386665?position=79&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,فول وطعمية,
ابناء سوهاج,,0114-7282-208,,"ش الامام العبد, الزاوية الحمراء, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86%D8%A7%D8%A1-%D8%B3%D9%88%D9%87%D8%A7%D8%AC/410119?position=80&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,عصير,
ابناء سوهاج,,0100-2334-599,,"7 ش طلعت حرب, شبين الكوم, المنوفية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86%D8%A7%D8%A1-%D8%B3%D9%88%D9%87%D8%A7%D8%AC/320774?position=81&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,عصير,
ابناء سوهاج,,02-4222-5360,,"2 ش الفاتح, شبرا الخيمة, القليوبية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86%D8%A7%D8%A1-%D8%B3%D9%88%D9%87%D8%A7%D8%AC/412503?position=82&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,عصير,
ابناء سوهاج كوفى شوب,,0100-2905-703,,"37 ش ترعة بشتيل - المنيرة الغربية, امبابة, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86%D8%A7%D8%A1-%D8%B3%D9%88%D9%87%D8%A7%D8%AC-%D9%83%D9%88%D9%81%D9%89-%D8%B4%D9%88%D8%A8/538908?position=83&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
ابناء سوهاج للعصائر,,02-3570-3238,,"2 ش المدرسة , المنيب, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86%D8%A7%D8%A1-%D8%B3%D9%88%D9%87%D8%A7%D8%AC-%D9%84%D9%84%D8%B9%D8%B5%D8%A7%D8%A6%D8%B1/212406?position=84&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,عصير,
ابناء سوهاج للعصائر,,0122-6926-999,,"67 ش د. محمد فؤاد سعيد, العمرانية الغربية, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86%D8%A7%D8%A1-%D8%B3%D9%88%D9%87%D8%A7%D8%AC-%D9%84%D9%84%D8%B9%D8%B5%D8%A7%D8%A6%D8%B1/487627?position=85&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,عصير,
ابناء فرغلى,,0114-7785-565,,"1 ش الاربعين, جسر السويس, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%86%D8%A7%D8%A1-%D9%81%D8%B1%D8%BA%D9%84%D9%89/276434?position=86&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو احمد,,"02-2685-0040
0111-2566-606
0100-4215-666
0111-0209-217
02-2485-2869",,"81 ش احمد سعيد, عباسية, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%AD%D9%85%D8%AF/276453?position=87&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو احمد,,"02-2454-0407
02-2454-3660",,"ش ترعة القبة, حدائق القبة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%AD%D9%85%D8%AF/255070?position=88&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو احمد,,"02-2523-4451
0100-3485-038",,"1 ش فتح الله على, حدائق المعادى, المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%AD%D9%85%D8%AF/421584?position=89&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
ابو احمد,,0122-3344-331,,"عمارات صقر قريش -, المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%AD%D9%85%D8%AF/386559?position=90&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو احمد,,0122-4486-725,,"ش العراقى, قليوب, القليوبية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%AD%D9%85%D8%AF/363513?position=91&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,بيتزا,
ابو احمد,,0111-1329-133,,"ش البحر, اولاد صقر, الشرقية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%AD%D9%85%D8%AF/366349?position=92&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو ادهم للمشويات,,0100-6291-868,,"30 ش المدبح, العياط, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%AF%D9%87%D9%85-%D9%84%D9%84%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA/612121?position=93&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو اسلام,,"0120-7557-146
0106-3060-658",,"ش على ابو زيد, فيصل, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%B3%D9%84%D8%A7%D9%85/342081?position=94&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو اسلام,,"02-3780-1116
0127-0708-455",,"170 ش محمد سالم, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%B3%D9%84%D8%A7%D9%85/323587?position=95&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,بيتزا,
ابو اسلام,,02-3305-0803,,"ش عبد الفتاح جوهر, المهندسين, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%B3%D9%84%D8%A7%D9%85/383863?position=96&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو اسلام,,0100-7255-755,,"61 ش المنشية, فيصل, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%B3%D9%84%D8%A7%D9%85/254594?position=97&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,عصير,
ابو اسماء للوجبات السريعة,,"0120-6132-745
02-2270-6280",,"15 ش عبد الرازق السنهورى, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%B3%D9%85%D8%A7%D8%A1-%D9%84%D9%84%D9%88%D8%AC%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D8%B1%D9%8A%D8%B9%D8%A9/665807?position=98&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
ابو اسماعيل,,"02-3311-1405
0111-3984-289
0100-2838-335",,"32 ش ابو بكر الصديق, امبابة, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%D9%8A%D9%84/360759?position=99&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو اسماعيل للمشويات,,03-5226-096,,"53 ش سيدى جابر, كليوباترا حمامات, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%D9%8A%D9%84-%D9%84%D9%84%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA/265419?position=100&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو اشرف,,"0100-8277-054
0128-4505-910",,"ش العاشر من رمضان, الزاوية الحمراء, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%B4%D8%B1%D9%81/402823?position=101&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو اصف الدمشقى,,"0109-8668-755
0128-0818-413",,"6 عمارات المبعوثين - ش حسن المأمون, المنطقة السادسة, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D8%B5%D9%81-%D8%A7%D9%84%D8%AF%D9%85%D8%B4%D9%82%D9%89/582387?position=102&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو الحبايب,,"0100-5776-078
0111-2553-214",,"24 ش شريف, حلوان, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%AD%D8%A8%D8%A7%D9%8A%D8%A8/242801?position=103&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
