Name,Website,Phone,WhatsApp,Address,Map,Description,Category,Images
ارابيسك,http://www.fourseasons.com/sharmelsheikh/dining/restaurants/arabesque/,"069-3603-555
069-3621-177
069-3603-550",,"1 طريق فور سيزونز بوليفارد, شاركس باى, شرم الشيخ.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A%D8%B3%D9%83/105905?position=468&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم عالمية,
ارابيسك,http://www.carolsbeaurivage.com/dining/,"046-4851-000
046-4850-333",,"طريق عجيبة - خليج الابيض, حى القصر, مرسى مطروح.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A%D8%B3%D9%83/226785?position=469&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم مصرية,
ارابيسك,http://www.pegasegypt.com/default.asp?islem=menudetay&id=124&catid=1&hotel=11&title=Restaurants+%26+Bars,"065-3380-041
065-3380-040
065-3380-042
065-3380-055",,"كم 20 طريق مرسى علم القصير, مرسى شجرة, مرسى علم.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A%D8%B3%D9%83/310265?position=470&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم شعبية,
ارابيسك,http://www.redseahotels.com/index.php?id=159,"065-3463-100
065-3463-105",,"الممشى السياحى, طريق القرى, الغردقة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A%D8%B3%D9%83/228974?position=471&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم شعبية,
ارابيسك بار,http://www.pickalbatros.com/beachalbatroshurghada/restaur.htm,"065-3464-001
065-3464-000",,"طريق سهل حشيش, طريق القرى, الغردقة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A%D8%B3%D9%83-%D8%A8%D8%A7%D8%B1/108418?position=472&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,اماكن ليلية,
ارابيسك بار,http://www.reginaresorts.com/,"069-3520-631
069-3520-634
069-3520-633",,"6 طريق الكورنيش التقسيم السياحى, الميناء, نويبع.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A%D8%B3%D9%83-%D8%A8%D8%A7%D8%B1/131218?position=473&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,اماكن ليلية,
ارابيسك رستوران,http://www.jaz.travel/hurghada/madinat-makadi/hotels/iberotel-makadi-beach.aspx,"065-3590-000
065-3590-020",,"كم 32 - طريق الغردقة سفاجا, مكادى باى, الغردقة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A%D8%B3%D9%83-%D8%B1%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%86/266126?position=474&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم شعبية,
ارابيك لونج,http://www.sonesta.com/eg/cairo/nasr-city/sonesta-hotel-tower-casino-cairo/dining,"02-2264-1111
02-2262-8765",,"3 ش الطيران, متفرع من طريق صلاح سالم, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A%D9%83-%D9%84%D9%88%D9%86%D8%AC/65459?position=475&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,اماكن ليلية,
ارابيكا,,02-2735-0682,,"20 ش المرعشلى, الزمالك, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A%D9%83%D8%A7/64894?position=476&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
ارابيكا,,"0115-0604-302
0102-2281-501
02-2470-4862
0100-6288-817",https://web.whatsapp.com/send?phone=+201006288817,"10 ش الطاقة متفرع من ش مصطفى النحاس, الحى الثامن, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A%D9%83%D8%A7/530542?position=477&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
ارابيكا كافيه,,"0122-4344-207
0111-3832-323",,"55 أ ش 5, حدائق الاهرام, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A%D9%83%D8%A7-%D9%83%D8%A7%D9%81%D9%8A%D9%87/450747?position=478&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
ارام الشام,,"0100-9635-099
0100-9633-968",,"القطعة 82 - ش اخناتون - الحى الاول, التجمع الخامس, القاهرة الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A7%D9%85-%D8%A7%D9%84%D8%B4%D8%A7%D9%85/527299?position=479&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
اراوند ذا ورلد,https://www.sunrise-resorts.com/Home/HURGHADA/SUNRISE_Select_Royal_Makadi_Resort,"065-3590-391
065-3590-402",,"كم 30 طريق سفاجا الغردقة, مكادى باى, الغردقة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A7%D9%88%D9%86%D8%AF-%D8%B0%D8%A7-%D9%88%D8%B1%D9%84%D8%AF/204404?position=480&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم عالمية,
اربيا الشبراوى,,"0112-2503-050
0106-4400-188",,"18 سور نادى العبور الرياضى, مدينة العبور, القليوبية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A8%D9%8A%D8%A7-%D8%A7%D9%84%D8%B4%D8%A8%D8%B1%D8%A7%D9%88%D9%89/634401?position=481&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
اربيان نايتس,http://www.orientalrivoli.com/,"069-3600-952
069-3600-652
069-3600-597
069-3600-596",,"طريق السلام, خليج نعمة, شرم الشيخ.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A8%D9%8A%D8%A7%D9%86-%D9%86%D8%A7%D9%8A%D8%AA%D8%B3/249003?position=482&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
اربيز,http://www.arbysegypt.com/,"19337
02-2536-5040",,", منطقة اللوتس الشمالية, التجمع الخامس, القاهرة الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%A8%D9%8A%D8%B2/595176?position=483&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
ارت فيلدج كافيه,,065-3549-702,,"., وسط البلد, الجونة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%AA-%D9%81%D9%8A%D9%84%D8%AF%D8%AC-%D9%83%D8%A7%D9%81%D9%8A%D9%87/159920?position=484&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
ارت كافية,,0112-3258-118,,"ش 306 متفرع من ش فلسطين, المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%AA-%D9%83%D8%A7%D9%81%D9%8A%D8%A9/615138?position=485&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
ارت كافيه,http://www.pyramisaegypt.com/pyramisaisisisland/resturants.asp#res07,"097-2317-400
097-2317-405",,"ش كورنيش النيل, وسط البلد, اسوان.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%AA-%D9%83%D8%A7%D9%81%D9%8A%D9%87/144315?position=486&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
ارجيلا لونج كافيه,,"02-3583-1960
02-3587-1434
0122-3337-793
0121-2868-569",,"20 ش فاطمة رشدى, العمرانية الغربية, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%AC%D9%8A%D9%84%D8%A7-%D9%84%D9%88%D9%86%D8%AC-%D9%83%D8%A7%D9%81%D9%8A%D9%87/521766?position=487&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
ارجيلة كافيه,,"02-2070-0006
0111-0455-667",https://web.whatsapp.com/send?phone=+201110455667,"11 ش حسنين هيكل, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%AC%D9%8A%D9%84%D8%A9-%D9%83%D8%A7%D9%81%D9%8A%D9%87/412894?position=488&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
ارجيلة كافيه,http://amwaj.aahotelsegypt.com/pages/amwaj_dinning,"069-9205-490
069-3710-656",,"طريق السلام - الغرقانة, خليج نبق, شرم الشيخ.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%AC%D9%8A%D9%84%D8%A9-%D9%83%D8%A7%D9%81%D9%8A%D9%87/230271?position=489&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
ارجينت للتجهيزات الفندقية المطاعم,,0101-5556-688,,"1146 عمارات القوات المسلحة ش العيادة, زهراء مدينة نصر, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%AC%D9%8A%D9%86%D8%AA-%D9%84%D9%84%D8%AA%D8%AC%D9%87%D9%8A%D8%B2%D8%A7%D8%AA-%D8%A7%D9%84%D9%81%D9%86%D8%AF%D9%82%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D8%B7%D8%A7%D8%B9%D9%85/697540?position=490&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,معدات مطاعم وفنادق,
ارز لبنان,,0100-0614-433,https://web.whatsapp.com/send?phone=+201000614433,"ش التسعين, التجمع الخامس, القاهرة الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%B2-%D9%84%D8%A8%D9%86%D8%A7%D9%86/608794?position=491&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم لبنانية,
ارزاق,,"02-2842-6543
0106-1189-039",,"ش 9, المقطم, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%B2%D8%A7%D9%82/118090?position=492&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم مصرية,
ارزاق,,"02-2418-9219
0100-0198-091
0115-6005-613",,"13 ش الصومال, الكوربة, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%B2%D8%A7%D9%82/293540?position=493&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم مصرية,
ارزاق,,0106-8715-030,,"ش الزعيم غاندى, عين شمس, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%B2%D8%A7%D9%82/285106?position=494&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ارزاق,,0128-4508-007,,"ش محمد نور الدين, العرب, المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%B2%D8%A7%D9%82/411945?position=495&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ارزاق,,"0122-6596-393
0115-3453-450",,"21 ش الاسلام - مدينة الصفا, المرج, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%B2%D8%A7%D9%82/563690?position=496&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,فول وطعمية,
ارزاق الحاتى,,0101-0689-449,,"مساكن الشرطة العسكرية - ش عبد السلام عارف, حى المديرية, بنى سويف.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%B2%D8%A7%D9%82-%D8%A7%D9%84%D8%AD%D8%A7%D8%AA%D9%89/612901?position=497&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ارزاق الكوثر,http://www.arzakegypt.com/,"02-2528-8012
02-2528-8013
02-2528-8014",,"80 أ طريق مصر حلوان الزراعى, حدائق المعادى, المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%B2%D8%A7%D9%82-%D8%A7%D9%84%D9%83%D9%88%D8%AB%D8%B1/175724?position=498&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم مصرية,
ارزاق بيتزا,,"0100-8627-225
0111-8623-925",,"77 ش ترعة جزيرة بدران, شبرا, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%B1%D8%B2%D8%A7%D9%82-%D8%A8%D9%8A%D8%AA%D8%B2%D8%A7/202843?position=499&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مخابز ومعجنات وحلوى محلات,
